Source,Target,Type,Id,Label,timeset,Weight,background_map_edge,created_at,updated_at,deleted_at
162145,170665,Directed,648,648,,1,,2018-01-20 18:20:51.362000,2018-01-20 18:20:51.362000,
162145,75328,Directed,649,649,,3,,2018-02-27 19:00:59.223000,2018-02-27 19:00:59.223000,2018-02-27 19:00:56.823000
162145,69,Directed,650,650,,1,,2018-01-22 13:02:48.659000,2018-01-22 13:02:48.659000,
162145,38,Directed,651,651,,1,,2018-01-22 13:02:50.057000,2018-01-22 13:02:50.057000,
162145,8000,Directed,652,652,,1,,2018-01-22 13:03:11.996000,2018-01-22 13:03:11.996000,
162145,162129,Directed,655,655,,1,,2018-03-01 00:21:43.047000,2018-03-01 00:21:43.047000,
162145,135696,Directed,656,656,,2,,2018-04-09 01:36:16.222000,2018-04-09 01:36:16.222000,2018-04-09 01:36:13.564000
162145,172841,Directed,657,657,,2,,2018-02-27 19:02:30.026000,2018-02-27 19:02:30.026000,2018-03-03 19:20:09.621000
162145,219108,Directed,659,659,,1,,2020-01-17 14:44:35.757000,2020-01-17 14:44:35.757000,
162145,173686,Directed,660,660,,1,,2018-03-19 18:38:52.944000,2018-03-19 18:38:52.944000,
162145,174275,Directed,661,661,,2,,2018-03-21 17:40:24.594000,2018-03-21 17:40:24.594000,2018-03-21 17:40:20.147000
162145,113450,Directed,662,662,,1,,2018-03-21 17:40:21.332000,2018-03-21 17:40:21.332000,
162145,173945,Directed,664,664,,1,,2018-03-21 17:40:34.026000,2018-03-21 17:40:34.026000,
162145,174203,Directed,665,665,,2,,2018-03-21 17:40:36.247000,2018-03-21 17:40:36.247000,2018-03-21 17:40:35.089000
162145,174118,Directed,667,667,,1,,2018-03-21 17:40:38.628000,2018-03-21 17:40:38.628000,
162145,76184,Directed,669,669,,1,,2018-04-12 14:51:30.997000,2018-04-12 14:51:30.997000,
162145,175552,Directed,670,670,,1,,2018-04-18 12:53:40.800000,2018-04-18 12:53:40.800000,
162145,36068,Directed,671,671,,1,,2018-04-23 12:32:30.777000,2018-04-23 12:32:30.777000,
162145,149602,Directed,672,672,,1,,2018-04-30 10:44:37.554000,2018-04-30 10:44:37.554000,
162145,175507,Directed,673,673,,1,,2018-05-01 20:16:01.315000,2018-05-01 20:16:01.315000,
162145,176541,Directed,674,674,,1,,2018-05-27 20:33:32.525000,2018-05-27 20:33:32.525000,
162145,177415,Directed,675,675,,1,,2018-05-30 17:34:15.793000,2018-05-30 17:34:15.793000,
162145,78550,Directed,676,676,,1,,2018-06-01 11:37:59.690000,2018-06-01 11:37:59.690000,
162145,164646,Directed,677,677,,1,,2018-06-01 11:38:01.469000,2018-06-01 11:38:01.469000,
162145,176241,Directed,678,678,,1,,2018-06-26 23:02:54.710000,2018-06-26 23:02:54.710000,
162145,162501,Directed,679,679,,1,,2018-07-12 00:23:49.835000,2018-07-12 00:23:49.835000,
162145,177578,Directed,680,680,,1,,2018-07-30 18:37:54.568000,2018-07-30 18:37:54.568000,
162145,180098,Directed,681,681,,1,,2018-07-31 19:15:18.776000,2018-07-31 19:15:18.776000,
162145,179577,Directed,682,682,,1,,2018-08-22 23:37:37.861000,2018-08-22 23:37:37.861000,
162145,152200,Directed,683,683,,1,,2018-08-26 00:13:06.874000,2018-08-26 00:13:06.874000,
162145,173840,Directed,684,684,,1,,2018-08-26 10:29:17.980000,2018-08-26 10:29:17.980000,
162145,186738,Directed,685,685,,1,,2018-09-11 19:25:55.716000,2018-09-11 19:25:55.716000,
162145,118409,Directed,686,686,,1,,2018-10-17 21:49:09.377000,2018-10-17 21:49:09.377000,
162145,188577,Directed,687,687,,1,,2018-10-24 13:33:32.401000,2018-10-24 13:33:32.401000,
162145,191925,Directed,688,688,,1,,2018-10-24 13:34:36.466000,2018-10-24 13:34:36.466000,
162145,197901,Directed,689,689,,1,,2018-10-29 12:59:37.546000,2018-10-29 12:59:37.546000,
162145,43696,Directed,690,690,,1,,2018-10-29 14:59:28.985000,2018-10-29 14:59:28.985000,
162145,197411,Directed,691,691,,1,,2018-11-01 02:16:23.409000,2018-11-01 02:16:23.409000,
162145,203162,Directed,692,692,,1,,2018-11-19 14:20:04.389000,2018-11-19 14:20:04.389000,
162145,203511,Directed,693,693,,1,,2018-11-22 12:57:06.704000,2018-11-22 12:57:06.704000,
162145,40800,Directed,694,694,,1,,2018-11-28 21:56:12.590000,2018-11-28 21:56:12.590000,
162145,118544,Directed,695,695,,1,,2018-11-28 21:56:47.642000,2018-11-28 21:56:47.642000,
162145,170246,Directed,696,696,,1,,2018-11-29 00:34:03.901000,2018-11-29 00:34:03.901000,
162145,164196,Directed,697,697,,2,,2018-12-02 12:00:44.962000,2018-12-02 12:00:44.962000,2018-12-02 12:00:41.082000
162145,111259,Directed,698,698,,1,,2018-12-02 12:00:43.017000,2018-12-02 12:00:43.017000,
162145,204738,Directed,700,700,,1,,2018-12-02 15:11:51.191000,2018-12-02 15:11:51.191000,
162145,201733,Directed,701,701,,1,,2018-12-02 15:11:53.355000,2018-12-02 15:11:53.355000,
162145,44626,Directed,702,702,,1,,2018-12-05 16:42:05.384000,2018-12-05 16:42:05.384000,
162145,189304,Directed,703,703,,1,,2018-12-05 16:42:08.126000,2018-12-05 16:42:08.126000,
162145,78627,Directed,704,704,,1,,2018-12-07 00:52:36.983000,2018-12-07 00:52:36.983000,
162145,177255,Directed,705,705,,1,,2018-12-07 12:59:20.439000,2018-12-07 12:59:20.439000,
162145,163695,Directed,706,706,,1,,2019-02-06 17:54:00.342000,2019-02-06 17:54:00.342000,
162145,166530,Directed,707,707,,1,,2019-02-27 16:16:57.071000,2019-02-27 16:16:57.071000,
162145,220863,Directed,708,708,,1,,2019-03-26 16:21:12.142000,2019-03-26 16:21:12.142000,
162145,111544,Directed,709,709,,3,,2019-04-12 15:28:04.308000,2019-04-12 15:28:04.308000,
162145,264174,Directed,712,712,,1,,2020-02-03 20:19:35.595000,2020-02-03 20:19:35.595000,
162145,232758,Directed,713,713,,1,,2019-05-30 13:13:47.459000,2019-05-30 13:13:47.459000,
162145,164843,Directed,714,714,,1,,2019-06-18 13:22:23.323000,2019-06-18 13:22:23.323000,
162145,230574,Directed,715,715,,1,,2019-06-18 13:22:29.853000,2019-06-18 13:22:29.853000,
162145,184151,Directed,716,716,,1,,2019-07-04 23:49:43.026000,2019-07-04 23:49:43.026000,
162145,181688,Directed,717,717,,1,,2019-09-18 10:04:11.503000,2019-09-18 10:04:11.503000,
163971,60103,Directed,718,718,,1,,2017-10-26 13:43:31.008001,2017-10-26 13:43:31.008001,
167919,111327,Directed,719,719,,1,,2021-06-24 23:46:32.498000,2021-06-24 23:46:32.498000,
167919,151948,Directed,720,720,,1,,2021-06-24 23:46:32.116000,2021-06-24 23:46:32.116000,
167919,157493,Directed,721,721,,1,,2021-06-24 23:46:31.753000,2021-06-24 23:46:31.753000,
167919,325987,Directed,722,722,,1,,2021-02-11 02:59:14.844000,2021-02-11 02:59:14.844000,
167919,177556,Directed,723,723,,1,,2021-02-11 02:57:54.961000,2021-02-11 02:57:54.961000,
167919,313537,Directed,724,724,,1,,2021-02-11 02:57:53.436000,2021-02-11 02:57:53.436000,
204301,234825,Directed,725,725,,1,,2021-08-30 17:32:38.791000,2021-08-30 17:32:38.791000,
204301,240427,Directed,726,726,,2,,2021-08-28 20:58:41.133000,2021-08-28 20:58:41.133000,2021-08-28 20:58:45.395000
335202,236585,Directed,728,728,,4,,2021-02-26 12:33:48.601000,2021-02-26 12:33:48.601000,2021-03-01 15:09:55.466000
335202,342893,Directed,731,731,,1,,2021-02-26 12:33:51.843000,2021-02-26 12:33:51.843000,
335202,43341,Directed,732,732,,1,,2021-02-26 12:33:50.804000,2021-02-26 12:33:50.804000,
335202,332916,Directed,734,734,,1,,2021-02-26 12:33:44.588000,2021-02-26 12:33:44.588000,2021-03-04 16:34:12.207000
157036,211140,Directed,735,735,,1,,2021-12-01 00:53:05.244000,2021-12-01 00:53:05.244000,
157036,221348,Directed,736,736,,1,,2021-12-01 00:53:05.018000,2021-12-01 00:53:05.018000,
157036,261933,Directed,737,737,,1,,2021-12-01 00:53:04.540000,2021-12-01 00:53:04.540000,
157036,157493,Directed,738,738,,1,,2021-12-01 00:53:04.337000,2021-12-01 00:53:04.337000,
157036,256010,Directed,739,739,,1,,2021-12-01 00:53:04.189000,2021-12-01 00:53:04.189000,
157036,296688,Directed,740,740,,1,,2021-12-01 00:53:03.946000,2021-12-01 00:53:03.946000,
157036,175272,Directed,741,741,,1,,2021-12-01 00:53:03.146000,2021-12-01 00:53:03.146000,
157036,177267,Directed,742,742,,1,,2021-12-01 00:53:02.940000,2021-12-01 00:53:02.940000,
157036,152437,Directed,743,743,,2,,2021-12-01 00:52:42.849000,2021-12-01 00:52:42.849000,2021-12-01 00:52:47.935000
157036,58873,Directed,744,744,,1,,2021-12-01 00:52:43.514000,2021-12-01 00:52:43.514000,
157036,368183,Directed,746,746,,1,,2021-12-01 00:52:42.849000,2021-12-01 00:52:42.849000,
157036,415838,Directed,747,747,,1,,2021-12-01 00:52:42.832000,2021-12-01 00:52:42.832000,
157036,434729,Directed,748,748,,1,,2021-12-01 00:52:42.016000,2021-12-01 00:52:42.016000,
157036,382290,Directed,749,749,,1,,2021-12-01 00:52:41.022000,2021-12-01 00:52:41.022000,
157036,471293,Directed,750,750,,1,,2021-12-01 00:52:40.978000,2021-12-01 00:52:40.978000,
157036,173597,Directed,751,751,,1,,2021-12-01 00:52:40.628000,2021-12-01 00:52:40.628000,
157036,403980,Directed,752,752,,1,,2021-12-01 00:52:39.653000,2021-12-01 00:52:39.653000,
157036,365853,Directed,753,753,,1,,2021-12-01 00:50:53.138000,2021-12-01 00:50:53.138000,
157036,354541,Directed,754,754,,1,,2021-12-01 00:50:52.243000,2021-12-01 00:50:52.243000,
157036,222697,Directed,755,755,,1,,2021-12-01 00:50:52.201000,2021-12-01 00:50:52.201000,
157036,98083,Directed,756,756,,1,,2021-12-01 00:50:51.001000,2021-12-01 00:50:51.001000,
157036,255217,Directed,757,757,,1,,2021-12-01 00:50:49.503000,2021-12-01 00:50:49.503000,
157036,429485,Directed,758,758,,1,,2021-12-01 00:50:48.914000,2021-12-01 00:50:48.914000,
157036,180966,Directed,759,759,,1,,2021-12-01 00:50:48.161000,2021-12-01 00:50:48.161000,
157036,181688,Directed,760,760,,1,,2021-12-01 00:50:48.071000,2021-12-01 00:50:48.071000,
157036,359914,Directed,761,761,,1,,2021-12-01 00:50:47.531000,2021-12-01 00:50:47.531000,
157036,218791,Directed,762,762,,1,,2021-12-01 00:50:46.792000,2021-12-01 00:50:46.792000,
157036,76184,Directed,763,763,,1,,2021-12-01 00:50:42.146000,2021-12-01 00:50:42.146000,
157036,60205,Directed,764,764,,1,,2021-12-01 00:48:38.984000,2021-12-01 00:48:38.984000,
157036,362475,Directed,765,765,,1,,2021-12-01 00:47:52.200000,2021-12-01 00:47:52.200000,
157036,433635,Directed,766,766,,1,,2021-11-25 20:27:19.975000,2021-11-25 20:27:19.975000,
157036,383990,Directed,767,767,,1,,2021-11-25 20:27:11.142000,2021-11-25 20:27:11.142000,
157036,177237,Directed,768,768,,1,,2021-11-25 20:26:45.417000,2021-11-25 20:26:45.417000,
157036,285695,Directed,769,769,,1,,2021-11-25 20:26:37.369000,2021-11-25 20:26:37.369000,
157036,170558,Directed,770,770,,1,,2021-11-25 20:26:27.541000,2021-11-25 20:26:27.541000,
157036,337737,Directed,771,771,,1,,2021-11-25 20:26:18.895000,2021-11-25 20:26:18.895000,
157036,236585,Directed,772,772,,1,,2021-11-25 20:25:43.322000,2021-11-25 20:25:43.322000,
157494,95073,Directed,773,773,,1,,2017-05-24 10:33:50.951000,2017-05-24 10:33:50.951000,
43341,443222,Directed,774,774,,1,,2021-10-08 02:17:45.158000,2021-10-08 02:17:45.158000,
43341,240427,Directed,775,775,,1,,2021-08-24 13:59:26.118000,2021-08-24 13:59:26.118000,
43341,267068,Directed,776,776,,1,,2021-05-16 22:46:43.951000,2021-05-16 22:46:43.951000,
43341,236585,Directed,777,777,,1,,2021-03-25 22:58:56.692000,2021-03-25 22:58:56.692000,
43341,58981,Directed,778,778,,1,,2015-01-16 17:19:46.745822,2015-01-16 17:19:46.745822,
43341,112463,Directed,779,779,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,126369,Directed,780,780,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,59779,Directed,781,781,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,133971,Directed,782,782,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,24654,Directed,783,783,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,99192,Directed,784,784,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,57561,Directed,785,785,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,58775,Directed,786,786,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,11431,Directed,787,787,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,45658,Directed,788,788,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,58871,Directed,789,789,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,63872,Directed,790,790,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,66320,Directed,791,791,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,162244,Directed,792,792,,1,,2017-10-06 01:42:55.900674,2017-10-06 01:42:55.900674,
43341,194422,Directed,793,793,,1,,2020-01-07 13:39:13.972000,2020-01-07 13:39:13.972000,
43341,181688,Directed,794,794,,1,,2019-12-21 14:41:22.366000,2019-12-21 14:41:22.366000,
43341,126664,Directed,795,795,,1,,2019-12-06 14:28:01.167996,2019-12-06 14:28:01.167996,
43341,178372,Directed,796,796,,1,,2019-12-06 14:28:01.167996,2019-12-06 14:28:01.167996,
43341,36549,Directed,797,797,,1,,2019-12-06 14:28:01.167996,2019-12-06 14:28:01.167996,
43341,173284,Directed,798,798,,1,,2019-12-06 14:28:01.167996,2019-12-06 14:28:01.167996,
43341,76184,Directed,799,799,,1,,2020-01-14 14:34:32.777000,2020-01-14 14:34:32.777000,
655580,410576,Directed,800,800,,2,,2022-01-29 19:32:26.641000,2022-01-29 19:32:26.641000,2022-01-29 19:33:44.593000
655580,444631,Directed,802,802,,1,,2022-01-29 19:31:42.726000,2022-01-29 19:31:42.726000,2022-01-29 19:33:18.347000
655580,343631,Directed,803,803,,1,,2022-01-29 19:31:24.125000,2022-01-29 19:31:24.125000,
38481,200931,Directed,804,804,,1,,2021-03-06 00:15:58.773000,2021-03-06 00:15:58.773000,2021-03-06 01:59:05.032000
38481,75328,Directed,805,805,,1,,2020-11-26 04:56:44.841000,2020-11-26 04:56:44.841000,2020-11-26 04:56:53.408000
38481,85985,Directed,806,806,,1,,2015-06-08 16:28:51.306197,2015-06-08 16:28:51.306197,2018-11-13 19:56:44.128000
38481,8538,Directed,807,807,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:52.519000
38481,40800,Directed,808,808,,2,,2018-04-04 00:02:26.356000,2018-04-04 00:02:26.356000,2018-04-04 00:02:24.792000
38481,9005,Directed,809,809,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:52.517000
38481,57532,Directed,810,810,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:48.309000
38481,63900,Directed,811,811,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:52.656000
38481,58772,Directed,812,812,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:53.271000
38481,132988,Directed,813,813,,1,,2016-09-01 03:18:35.763036,2016-09-01 03:18:35.763036,2018-11-13 19:56:53.687000
38481,111545,Directed,814,814,,1,,2016-09-01 03:18:35.763036,2016-09-01 03:18:35.763036,2018-11-13 19:56:58.950000
38481,96652,Directed,815,815,,1,,2016-09-01 03:18:35.763036,2016-09-01 03:18:35.763036,2018-11-13 19:56:57.972000
38481,155377,Directed,816,816,,1,,2017-05-19 15:36:22.371050,2017-05-19 15:36:22.371050,2018-11-13 19:56:57.974000
38481,110842,Directed,817,817,,1,,2017-09-28 16:31:27.832617,2017-09-28 16:31:27.832617,2018-11-13 19:56:59.679000
38481,60532,Directed,818,818,,1,,2017-09-28 16:31:27.832617,2017-09-28 16:31:27.832617,2018-11-13 19:57:04.101000
38481,161302,Directed,819,819,,1,,2017-09-28 16:31:27.832617,2017-09-28 16:31:27.832617,2018-11-13 19:57:03.910000
38481,175586,Directed,821,821,,1,,2018-04-26 18:01:31.391831,2018-04-26 18:01:31.391831,2018-11-13 19:57:05.018000
38481,177036,Directed,822,822,,1,,2018-05-30 14:42:34.654434,2018-05-30 14:42:34.654434,2018-11-13 19:57:05.463000
38481,189759,Directed,823,823,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:09.934000
38481,190778,Directed,824,824,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:10.480000
38481,189882,Directed,825,825,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:11.169000
38481,188921,Directed,826,826,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:12.012000
38481,191194,Directed,827,827,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:13.060000
38481,190398,Directed,828,828,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:13.291000
38481,190133,Directed,829,829,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:15.270000
38481,189655,Directed,830,830,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:14.801000
38481,193887,Directed,831,831,,1,,2018-10-08 22:10:41.226878,2018-10-08 22:10:41.226878,2018-11-13 19:57:15.720000
38481,85785,Directed,832,832,,1,,2015-06-08 16:28:51.306197,2015-06-08 16:28:51.306197,2018-11-13 19:56:42.944000
38481,78524,Directed,833,833,,1,,2015-06-08 16:28:51.306197,2015-06-08 16:28:51.306197,2018-11-13 19:56:42.946000
38481,78626,Directed,834,834,,1,,2015-06-08 16:28:51.306197,2015-06-08 16:28:51.306197,2018-11-13 19:56:42.947000
38481,60509,Directed,835,835,,1,,2015-02-09 19:30:13.388401,2015-02-09 19:30:13.388401,2018-11-13 19:56:48.328000
38481,136725,Directed,836,836,,1,,2017-05-19 15:36:22.371050,2017-05-19 15:36:22.371050,2018-11-13 19:56:57.764000
38481,162513,Directed,837,837,,1,,2017-09-28 16:31:27.832617,2017-09-28 16:31:27.832617,2018-11-13 19:57:03.888000
38481,164302,Directed,838,838,,1,,2017-09-28 16:31:27.832617,2017-09-28 16:31:27.832617,2018-11-13 19:57:03.929000
38481,185344,Directed,839,839,,1,,2018-09-04 14:42:25.677334,2018-09-04 14:42:25.677334,2018-11-13 19:57:05.867000
38481,190767,Directed,840,840,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:09.736000
38481,189760,Directed,841,841,,1,,2018-10-05 15:19:05.296835,2018-10-05 15:19:05.296835,2018-11-13 19:57:11.600000
475355,435651,Directed,842,842,,1,,2021-09-28 22:40:16.196000,2021-09-28 22:40:16.196000,
152437,256010,Directed,843,843,,1,,2020-04-03 19:17:31.699000,2020-04-03 19:17:31.699000,2020-04-03 19:17:34.457000
152437,40800,Directed,844,844,,2,,2019-03-30 18:35:30.558000,2019-03-30 18:35:30.558000,2019-03-30 18:35:28.148000
152437,130981,Directed,845,845,,1,,2018-05-12 14:21:54.112000,2018-05-12 14:21:54.112000,
152437,171018,Directed,846,846,,1,,2018-05-12 14:22:25.878000,2018-05-12 14:22:25.878000,
161020,152425,Directed,848,848,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,58840,Directed,849,849,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,137730,Directed,850,850,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,162557,Directed,851,851,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,189904,Directed,852,852,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,162867,Directed,853,853,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,63950,Directed,854,854,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,164509,Directed,855,855,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,39451,Directed,856,856,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,4459,Directed,857,857,,1,,2019-11-11 17:29:41.426535,2019-11-11 17:29:41.426535,
161020,109800,Directed,858,858,,1,,2019-11-11 17:37:10.749000,2019-11-11 17:37:10.749000,
166161,198726,Directed,859,859,,1,,2019-09-21 17:22:46.987000,2019-09-21 17:22:46.987000,
166161,195183,Directed,860,860,,1,,2019-09-21 17:24:26.826000,2019-09-21 17:24:26.826000,
166161,60120,Directed,861,861,,1,,2019-09-21 17:24:27.022000,2019-09-21 17:24:27.022000,
166161,214906,Directed,862,862,,1,,2019-09-21 17:24:27.349000,2019-09-21 17:24:27.349000,
166161,162074,Directed,863,863,,1,,2019-09-21 17:24:27.722000,2019-09-21 17:24:27.722000,
177267,167741,Directed,864,864,,1,,2021-11-05 13:27:58.654000,2021-11-05 13:27:58.654000,
177267,407214,Directed,865,865,,1,,2021-10-13 15:35:26.338000,2021-10-13 15:35:26.338000,
177267,152437,Directed,866,866,,1,,2021-10-05 11:40:16.670000,2021-10-05 11:40:16.670000,
177267,43341,Directed,867,867,,1,,2021-10-05 11:40:00.265000,2021-10-05 11:40:00.265000,
177267,263246,Directed,868,868,,1,,2021-09-03 15:45:22.518000,2021-09-03 15:45:22.518000,
177267,164196,Directed,869,869,,1,,2021-08-31 10:58:20.768000,2021-08-31 10:58:20.768000,
177267,118544,Directed,870,870,,1,,2021-08-31 10:57:35.575000,2021-08-31 10:57:35.575000,
177267,200169,Directed,871,871,,1,,2021-08-31 10:56:38.565000,2021-08-31 10:56:38.565000,
177267,236585,Directed,872,872,,1,,2021-08-31 10:55:10.600000,2021-08-31 10:55:10.600000,
177267,181688,Directed,873,873,,1,,2021-08-31 10:54:40.609000,2021-08-31 10:54:40.609000,
177267,194422,Directed,874,874,,1,,2021-08-31 10:53:46.667000,2021-08-31 10:53:46.667000,
177267,75328,Directed,875,875,,1,,2021-08-31 10:53:27.643000,2021-08-31 10:53:27.643000,
177267,332916,Directed,876,876,,1,,2021-08-31 10:53:08.044000,2021-08-31 10:53:08.044000,
177267,76184,Directed,877,877,,1,,2021-08-31 10:52:44.789000,2021-08-31 10:52:44.789000,
177267,362475,Directed,878,878,,1,,2021-08-31 10:51:47.365000,2021-08-31 10:51:47.365000,
177267,184511,Directed,879,879,,1,,2021-07-12 15:57:08.394000,2021-07-12 15:57:08.394000,
177267,111134,Directed,880,880,,1,,2021-07-12 13:01:00.990000,2021-07-12 13:01:00.990000,
177267,363084,Directed,881,881,,1,,2021-07-12 12:59:32.785000,2021-07-12 12:59:32.785000,
177267,414986,Directed,882,882,,1,,2021-07-12 12:58:41.159000,2021-07-12 12:58:41.159000,
177267,332366,Directed,883,883,,2,,2021-07-12 12:58:24.553000,2021-07-12 12:58:24.553000,2021-07-12 12:58:26.522000
177267,380555,Directed,885,885,,1,,2021-07-12 12:58:04.578000,2021-07-12 12:58:04.578000,
219870,458819,Directed,886,886,,1,,2021-09-22 21:48:17.901000,2021-09-22 21:48:17.901000,
219870,272501,Directed,887,887,,1,,2020-12-16 18:41:05.803000,2020-12-16 18:41:05.803000,
219870,44944,Directed,888,888,,1,,2020-12-16 18:41:04.913000,2020-12-16 18:41:04.913000,
219870,236585,Directed,889,889,,5,,2020-08-10 21:56:04.688000,2020-08-10 21:56:04.688000,2020-08-10 21:56:05.456000
219870,199306,Directed,891,891,,2,,2020-12-08 11:39:22.186000,2020-12-08 11:39:22.186000,2020-12-08 11:39:22.963000
219870,131879,Directed,893,893,,1,,2020-08-21 20:29:13.077000,2020-08-21 20:29:13.077000,2020-12-16 18:12:28.993000
219870,272155,Directed,894,894,,2,,2020-08-21 20:29:05.917000,2020-08-21 20:29:05.917000,2020-08-21 20:29:06.494000
219870,327180,Directed,897,897,,2,,2020-08-13 11:42:36.098000,2020-08-13 11:42:36.098000,2020-08-13 11:42:57.629000
219870,118544,Directed,898,898,,2,,2020-08-13 11:42:34.682000,2020-08-13 11:42:34.682000,2020-08-13 11:42:51.572000
219870,324760,Directed,901,901,,2,,2020-08-10 21:56:08.952000,2020-08-10 21:56:08.952000,2020-08-10 21:56:09.666000
137548,115239,Directed,905,905,,1,,2016-11-10 11:23:10.435776,2016-11-10 11:23:10.435776,
137548,146419,Directed,906,906,,1,,2020-01-27 20:51:21.530000,2020-01-27 20:51:21.530000,
137548,174715,Directed,907,907,,1,,2018-12-05 14:27:57.974227,2018-12-05 14:27:57.974227,
137548,181733,Directed,908,908,,1,,2018-12-05 14:27:57.974227,2018-12-05 14:27:57.974227,
135508,131981,Directed,909,909,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,111259,Directed,910,910,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,128513,Directed,911,911,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,23820,Directed,912,912,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,129242,Directed,913,913,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,61638,Directed,914,914,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
135508,97713,Directed,915,915,,1,,2016-09-17 12:46:43.598925,2016-09-17 12:46:43.598925,
58847,77340,Directed,916,916,,1,,2015-04-21 21:50:59.605103,2015-04-21 21:50:59.605103,
58847,40927,Directed,917,917,,1,,2014-11-17 21:24:34.881300,2014-11-17 21:24:34.881300,
58847,11977,Directed,918,918,,1,,2014-11-17 21:24:34.881300,2014-11-17 21:24:34.881300,
58847,110153,Directed,919,919,,1,,2015-11-03 00:19:06.809411,2015-11-03 00:19:06.809411,
58847,81479,Directed,920,920,,1,,2015-05-13 14:25:37.144307,2015-05-13 14:25:37.144307,
58847,113898,Directed,921,921,,1,,2015-12-10 00:06:04.365230,2015-12-10 00:06:04.365230,
58847,117965,Directed,922,922,,1,,2016-01-12 23:12:15.374764,2016-01-12 23:12:15.374764,
58847,39842,Directed,923,923,,1,,2016-11-01 19:24:40.916041,2016-11-01 19:24:40.916041,
58847,112463,Directed,924,924,,1,,2017-10-06 00:07:33.488343,2017-10-06 00:07:33.488343,
344160,343185,Directed,925,925,,1,,2021-01-06 23:49:24.394000,2021-01-06 23:49:24.394000,
58974,59331,Directed,926,926,,1,,2015-01-13 23:41:51.336728,2015-01-13 23:41:51.336728,
58974,36068,Directed,927,927,,1,,2015-01-13 23:41:51.336728,2015-01-13 23:41:51.336728,
58974,59888,Directed,928,928,,1,,2015-01-13 23:41:51.336728,2015-01-13 23:41:51.336728,
58974,60274,Directed,929,929,,1,,2015-01-13 23:41:51.336728,2015-01-13 23:41:51.336728,
58974,57645,Directed,930,930,,1,,2015-01-13 23:41:51.336728,2015-01-13 23:41:51.336728,
